team_id,team,group,confederation,is_host,fifa_rank,elo_rating,recent_form,goals_for_pg,goals_against_pg,attack_index,defense_index,model_rating,notes
mexico,Mexico,A,CONCACAF,1,,,,,,,,Replace with official values
