match_id,stage,group,date,time_local,team_a,team_b,venue,city,country,score_a,score_b,status,winner
1,Group Stage,A,2026-06-11,19:00,Mexico,South Africa,Mexico City Stadium,Mexico City,Mexico,,,scheduled,
