North American supporters,South American supporters,European supporters,Asian supporters
Airbnb[213] Diageo[214] Globant[215] Home Depot[216][217] Kraken[218] PIF[219] Salesforce[220],Betano[221] Diageo[214],Betano[221] Globant[215] Kraken[222] Salesforce[220],PIF[219]
