Pot 1,Pot 2,Pot 3,Pot 4
United States (co-host) (14) Mexico (co-host) (15) Canada (co-host) (27) Spain (1) Argentina (2) France (3) England (4) Brazil (5) Portugal (6) Netherlands (7) Belgium (8) Germany (9),Croatia (10) Morocco (11) Colombia (13) Uruguay (16) Switzerland (17) Japan (18) Senegal (19) Iran (20) South Korea (22) Ecuador (23) Austria (24) Australia (26),Norway (29) Panama (30) Egypt (34) Algeria (35) Scotland (36) Paraguay (39) Tunisia (40) Ivory Coast (42) Uzbekistan (50) Qatar (51) Saudi Arabia (60) South Africa (61),Jordan (66) Cape Verde (68) Ghana (72) Curaçao (82) Haiti (84) New Zealand (86) UEFA Path A winners[O] UEFA Path B winners[O] UEFA Path C winners[O] UEFA Path D winners[O] IC Path 1 winners[O][P] IC Path 2 winners[O][Q]
